X,Y,fid,code,num_noeud,groupe,numero,statut,type_res,mode,x,y,z,no_civique,nom_rue,mslink,mapid,edl,guid,mslink_p,mapid_p,edl_p,guid_p,icon_url
-71.7265488577289,46.6870713401676,1,1,N-0963,,"1",Actif,Eau potable,Purgeur d'air,210979.9523,5172672.9329,79.7098,,,,,,,,,N-0963,,./0.png
